Constituency,State,MP,Party,Year
GURDASPUR ,Punjab,SUKHBANS KAUR ,INC(I),1983
HOSHIARPUR,Punjab, ZAIL SINGH,INC(I),1983
JULLUNDUR,Punjab, RAJINDER SINGH SPARROW,INC(I),1983
LUDHIANA,Punjab, DEVINDER SINGH GARCHA,INC(I),1983
PATIALA,Punjab, AMARENDER SINGH,INC(I),1983
PHILLAUR (SC),Punjab, CH. SUNDAR SINGH,INC(I),1983
ROPAR,Punjab, (SC) BUTA SINGH,INC(I),1983
SANGRUR,Punjab, GURCHARAN SINGH,INC(I),1983
TARN TARAN,Punjab, LEHNA SINGH,SAD,1983
AJMER,Rajasthan, ACHARYA BHAGWAN DEV,INC(I),1983
ALWAR,Rajasthan, RAM SINGH YADAV,INC(I),1983
BANSWARA (ST),Rajasthan, BHIKHA BHAI,INC(I),1983
BARMER,Rajasthan, VIRDHI CHAND,INC(I),1983
BAYANA (SC),Rajasthan,L.R.KEN,INC(I),1983
BHARATPUR,Rajasthan, RAJESH PILOT,INC(I),1983
BHILWARA,Rajasthan, GIRDHARI LAL,INC(I),1983
BIKANER,Rajasthan, MANFOOL SINGH,INC(I),1983
CHITTORGARH,Rajasthan, NRIMALA KUMARI,INC(I),1983
CHURU ,Rajasthan,DAULAT RAM SARAN ,JNP(S),1983
DAUSA,Rajasthan, NAWAL KISHORE SHARMA,INC(I),1983
GANGANAGAR (SC) ,Rajasthan,BIRBAL ,INC(I),1983
JAIPUR,Rajasthan, SATISH CHANDRA AGARWAL,JNP,1983
JALORE (SC),Rajasthan, VIRDA RAM,INC(I),1983
JHALAWAR,Rajasthan, CHATUR BHUJ,JNP,1983
JHUNJHUNU,Rajasthan, BHIM SINGH,JNP,1983
JODHPUR,Rajasthan, ASHOK GAHLOT,INC(I),1983
KOTA,Rajasthan, KRISHAN KUMAR GOYAL,JNP,1983
NAGAUR ,Rajasthan,NATHU RAM ,INC(U),1983
PALI,Rajasthan, MOOL CHAND DAGA,INC(I),1983
SALUMBER (ST),Rajasthan, JAI NARAIN,INC(I),1983
SAWAI MADHOPUR (ST) ,Rajasthan,RAM KUMAR ,INC(I),1983
SIKAR,Rajasthan, KUMBHA RAM ARYA,JNP(S),1983
TONK (SC),Rajasthan, BANWARI LAL BAIRWA,INC(I),1983
UDAIPUR,Rajasthan,D.VERMA,INC(I),1983
ARAKKONAM,Tamil Nadu, VELU A.M.,INC(I),1983
CHENGALPATTU ,Tamil Nadu,ANBARASU  ERA ,INC(I),1983
CHIDAMBARAM (SC),Tamil Nadu, KULANDAIVELU V.,DMK,1983
COIMBATORE,Tamil Nadu, RAM MOHAN ALIAS ERA MOHAN R.,DMK,1983
CUDDALORE,Tamil Nadu, MUTHUKUMARAN R.,INC(I),1983
DHARMAPURI,Tamil Nadu, ARJUNAN K.,DMK,1983
DINDIGUL,Tamil Nadu, MAYA THEVAR K.,DMK,1983
GOBICHETTIPALAYAM ,Tamil Nadu,CHINNASAMY G. ,ADK,1983
KARUR,Tamil Nadu, DORAI SEBASTIAN S.A.,INC(I),1983
KRISHNAGIRI,Tamil Nadu, RAMAMURTHY K.,INC(I),1983
MADRAS CENTRAL,Tamil Nadu, KALANIDHI A.,DMK,1983
MADRAS NORTH ,Tamil Nadu,LAKSHMANAN G. ,DMK,1983
MADRAS SOUTH,Tamil Nadu, VENKATARAMAN R.,INC(I),1983
MADURAI,Tamil Nadu, SUBBURAMAN A.G.,INC(I),1983
MAYILADUTURAI ,Tamil Nadu,KUDANTHAI RAMALINGAM N. ,INC(I),1983
NAGAPATTINAM (SC),Tamil Nadu,MURUGAIYAN.K,CPI,1983
NAGERCOIL ,Tamil Nadu,"DENNIS, N. ",INC(I),1983
NILGIRIS,Tamil Nadu, PRABHU R.,INC(I),1983
PALANI,Tamil Nadu, SANAPATHI GOUNDAR A.,INC(I),1983
PERAMBALUR (SC),Tamil Nadu, MANI K.B.S.,INC(I),1983
PERIYAKULAM,Tamil Nadu,JAKKAY S.T.K,DMK,1983
POLLACHI (SC),Tamil Nadu, DHANDAPANI C.T.,DMK,1983
PUDUKKOTTAI ,Tamil Nadu,V.N. SWAMYNATHAN ,INC(I),1983
RAMANATHAPURAM,Tamil Nadu, SATHIYENDRAN M.S.K.,DMK,1983
RASIPURAM (SC),Tamil Nadu, DEVARAJAN B.,INC(I),1983
SALEM,Tamil Nadu, PALANIAPPAN C.,DMK,1983
SIVAGANGA,Tamil Nadu, SWAMINATHAN R.V.,INC(I),1983
SIVAKASI,Tamil Nadu, SOURDARARAJAN N.,ADK,1983
SRIPERUMBUDUR (SC),Tamil Nadu, NAGARATNAM T.,DMK,1983
TENKASI (SC),Tamil Nadu, ARUNACHALAM M.,INC(I),1983
THANJAVUR,Tamil Nadu,SINGARAVADIVEL.S,INC(I),1983
TINDIVANAM,Tamil Nadu, RAMASWAMY PADAYATCHI S.S.,INC(I),1983
TIRUCHENDUR,Tamil Nadu, KOSALRAM K. T.,INC(I),1983
TIRUCHENGODE,Tamil Nadu, KANDASWAMY M.,DMK,1983
TIRUCHIRAPPALLI ,Tamil Nadu,SELVARAJU N. ,DMK,1983
TIRUNELVELI,Tamil Nadu, SIVAPRAKASAM D.S.A.,DMK,1983
TIRUPPATTUR ,Tamil Nadu,MURUGIAN S. ,DMK,1983
VANDAVASI,Tamil Nadu, PATTUSWAMY D.,INC(I),1983
VELLORE,Tamil Nadu, ABDUL SAMAD A.K.A.,IND,1983
AGRA,Uttar Pradesh, NIHAL SINGH,INC(I),1983
AKBARPUR (SC),Uttar Pradesh, RAM AVADH,JNP(S),1983
ALIGARH,Uttar Pradesh, INDRA KUMARI,JNP(S),1983
ALLAHABAD,Uttar Pradesh,K.P.TIWARI,INC(I),1983
ALMORA,Uttar Pradesh, HARISH CHANDRA SINGH,INC(I),1983
AMETHI,Uttar Pradesh,RAJIV GANDHI,INC(I),1983
AMROHA,Uttar Pradesh, CHANDRA PAL SINGH,JNP(S),1983
AONLA,Uttar Pradesh, JAIPAL SINGH KASHYAP,JNP(S),1983
AZAMGARH,Uttar Pradesh, CHANDRAJEET,JNP(S),1983
BADAUN ,Uttar Pradesh,MOHAMMAD ASRAR AHMAD ,INC(I),1983
BAGHPAT,Uttar Pradesh, CHARAN SINGH,JNP(S),1983
BAHRAICH,Uttar Pradesh, MULANA SAIYAD MUZAFFAR HUSSAIN,INC(I),1983
BALLIA,Uttar Pradesh, CHANDRA SHIKHAR,JNP,1983
BALRAMPUR,Uttar Pradesh, CHANDRA BHAL MANI TEWARI,INC(I),1983
BANDA,Uttar Pradesh, RAM NATH DUBEY,INC(I),1983
BANSGAON (SC) ,Uttar Pradesh,MAHABIR PRASAD ,INC(I),1983
BARA BANKI (SC) ,Uttar Pradesh,RAM KINKAR ,JNP(S),1983
BAREILLY,Uttar Pradesh,B.A.AHMAD(W),INC(I),1983
BASTI (SC) ,Uttar Pradesh,KALPNATH ,INC(I),1983
BIJNOR (SC) ,Uttar Pradesh,MANGAL RAM ,JNP(S),1983
BILHAUR,Uttar Pradesh, RAM NARAIN TRIPATHI,INC(I),1983
BULANDSHAHR,Uttar Pradesh, MAHMOOD HASAN KHAN,JNP(S),1983
CHAIL,Uttar Pradesh, (SC) RAM NIHORE RAKESH,INC(I),1983
CHANDAULI,Uttar Pradesh, NIHAL SINGH,JNP,1983
DEORIA,Uttar Pradesh, RAMAYAN RAI,INC(I),1983
DOMARIAGANJ,Uttar Pradesh, KAZI JALIL ABBASI,INC(I),1983
ETAH,Uttar Pradesh, MALIK MOHD. MISHIR A.KHAN,INC(I),1983
ETAWAH,Uttar Pradesh, RAM SINGH SHAKYA,JNP(S),1983
FAIZABAD,Uttar Pradesh, JAI RAM VERMA,INC(I),1983
FARRUKHABAD,Uttar Pradesh, DAYA RAM SHAKYA,JNP,1983
FATEHPUR,Uttar Pradesh, HARI KISHAN SHASTRI,INC(I),1983
FIROZABAD (SC),Uttar Pradesh, RAJESH KUMAR SINGH,IND,1983
GARHWAL ,Uttar Pradesh,HEMWATI NANDAN BAHUGUNA ,IND,1983
GHATAMPUR (SC),Uttar Pradesh, ASH KARAN SANKHWAR,JNP(S),1983
GHAZIPUR,Uttar Pradesh, JAINUL BASHAR,INC(I),1983
GHOSI,Uttar Pradesh, JHARKHANDE,CPI,1983
GONDA,Uttar Pradesh, ANAND SINGH ALIAS ANNUBHAIYA,INC(I),1983
GORAKHPUR,Uttar Pradesh, HARI KESH BAHADUR,INC(I),1983
HAPUR,Uttar Pradesh, ANWAR,JNP(S),1983
HARDOI (SC),Uttar Pradesh, MANNI LAL,INC(I),1983
HARDWAR (SC) ,Uttar Pradesh,JAGPAL SINGH ,JNP(S),1983
HATHRAS (SC),Uttar Pradesh, CHANDRA PAL SHAILANI,JNP(S),1983
JALAUN (SC),Uttar Pradesh, NATHURAM SHAKYAWAR,INC(I),1983
JALESAR,Uttar Pradesh, CHAUDHARY MULTAN SINGH,JNP(S),1983
JAUNPUR,Uttar Pradesh, AZIZULLA,JNP(S),1983
JHANSI,Uttar Pradesh, VISHWA NATH SHARMA,INC(I),1983
KAIRANA,Uttar Pradesh, GYATRI DEVI,JNP(S),1983
KAISERGANJ,Uttar Pradesh, RANA BIR SINGH,INC(I),1983
KANNAUJ,Uttar Pradesh, CHHOTEY SINGH YADAV,JNP(S),1983
KANPUR ,Uttar Pradesh,ARIF MOHAMMAD KHAN ,INC(I),1983
KHALILABAD  ,Uttar Pradesh,KRISHNA CHANDRA PANDEY,INC(I),1983
KHERI ,Uttar Pradesh,U.K.VERMA(W),INC(I),1983
KHURJA (SC),Uttar Pradesh, TRILOK CHAND,JNP(S),1983
LALGANJ (SC),Uttar Pradesh, CHHAGUR,JNP(S),1983
LUCKNOW ,Uttar Pradesh,SHEILA KAUL ,INC(I),1983
MACHHALISHAHR ,Uttar Pradesh,SHEO SHARAN VERMA ,JNP(S),1983
MAHARAJGANJ ,Uttar Pradesh, ASHFAQ HUSAIN,INC(I),1983
MAINPURI,Uttar Pradesh, RAGHUNATH SINGH VERMA,JNP(S),1983
MATHURA,Uttar Pradesh, CHAUDHARY DIGAMBER SINGH,JNP(S),1983
MEERUT,Uttar Pradesh, MOHSINA KIDWAI,INC(I),1983
MIRZAPUR,Uttar Pradesh,UMAKANT,INC(I),1983
MISRIKH (SC),Uttar Pradesh, RAM LAL RAHI,INC(I),1983
MOHANLALGANJ (SC),Uttar Pradesh, KAILASH PATI,INC(I),1983
MORADABAD,Uttar Pradesh, GHULAM MOHAMMAD KHAN,JNP(S),1983
MUZAFFARNAGAR,Uttar Pradesh, GHAYOOR ALI KHAN,JNP(S),1983
NAINITAL,Uttar Pradesh, NARAYANA DATT TEWARI,INC(I),1983
PADRAUNA,Uttar Pradesh, KUNWAR CHANDRA PRATAP NARAIN SINGH,INC(I),1983
PHULPUR,Uttar Pradesh, B.D. SINGH,JNP(S),1983
PILIBHIT,Uttar Pradesh, HARISH KUMAR GANGWAR,INC(I),1983
PRATAPGARH,Uttar Pradesh, AJIT PRATAP SINGH,INC(I),1983
RAE BARELI ,Uttar Pradesh,A.K.NEHRU,INC(I),1983
RAMPUR,Uttar Pradesh, ZULFIQAR ALI KHAN,INC(I),1983
ROBERTSGANJ (SC),Uttar Pradesh, RAM PYARE PANIKA,INC(I),1983
SAHARANPUR,Uttar Pradesh, RASHEED MASOOD,JNP(S),1983
SAIDPUR (SC),Uttar Pradesh, RAJNATH SONKAR SHASTRI,JNP(S),1983
SALEMPUR,Uttar Pradesh, RAM NAGINA MISRA,INC(I),1983
SAMBHAL,Uttar Pradesh, BIJENDRA PAL SINGH,INC(I),1983
SHAHABAD,Uttar Pradesh, DHARMGAJ SINGH,INC(I),1983
SHAHJAHANPUR,Uttar Pradesh, KR. JATENDRA PRASAD,INC(I),1983
SITAPUR,Uttar Pradesh, RAJENDRA KUMARI BAJPAI,INC(I),1983
SULTANPUR,Uttar Pradesh, GIRIRAJ ISNGH,INC(I),1983
TEHRI GARHWAL ,Uttar Pradesh,TREPAN SINGH NEGI ,INC(I),1983
UNNAO,Uttar Pradesh, ZIAUR REHMAN ANSARI,INC(I),1983
VARANASI,Uttar Pradesh, KAMALAPATI,INC(I),1983
HAMIRPUR,Uttar Pradesh,DOONGAR SINGH,INC(I),1983
ASANSOL,West Bengal, ANANDA GOPAL MUKHOPADHYA,INC(I),1983
BALURGHAT (SC),West Bengal, BARMAN PALAS,RSP,1983
BANKURA,West Bengal, ACHARIA BASUDEB,CPM,1983
BARASAT,West Bengal, CHITTA BASU,FBL,1983
BARRACKPORE,West Bengal, MAHAMMED ISMAIL,CPM,1983
BOLPUR,West Bengal, SARADISH ROY,CPM,1983
BURDWAN,West Bengal, SUSHIL KUMAR BHATTACHARYA,CPM,1983
CONTAI,West Bengal, GIRI SUDHIR KUMAR,CPM,1983
DARJEELING,West Bengal, ANANDA PATHAK,CPM,1983
DIAMOND HARBOUR,West Bengal,A. DATTA,CPM,1983
DUM DUM,West Bengal, NIREN GHOSH,CPM,1983
DURGAPUR (SC),West Bengal, KRISHNA CHANDRA HALDER,CPM,1983
HOOGHLY,West Bengal, RUP CHAND PAL,CPM,1983
HOWRAH,West Bengal, SAMAR MUKHERJEE,CPM,1983
JADAVPUR,West Bengal, SOMNATH CHATTERJEE,CPM,1983
JALPAIGURI,West Bengal, SUBODH SEN,CPM,1983
JANGIPUR,West Bengal, ZAINAL ABEDIN,CPM,1983
JHARGRAM (ST),West Bengal, HASADA MATILAL,CPM,1983
JOYNAGAR (SC),West Bengal, SANAT KUMAR MANDAL,RSP,1983
KATWA,West Bengal, SAIFUDDIN CHWDHURY,CPM,1983
KRISHNAGAR,West Bengal, RENUPADA DAS,CPM,1983
MALDA,West Bengal, ABDUL BARKAT ATAUL GHANI KHAN CHAWDHURY,INC(I),1983
MATHURAPUR (SC),West Bengal,N. SINHA,CPM,1983
MIDNAPORE,West Bengal, NARAYAN CHOUBEY,CPI,1983
MURSHIDABAD,West Bengal, MASUDAL HASSAIN SYED,CPM,1983
NABADWIP (SC),West Bengal, BIDHA GOHSE (GOSWAMI),CPM,1983
PANSKURA,West Bengal, GITA MUKHERJEE,CPI,1983
PURULIA,West Bengal, CHITTA RANJAN MAHATA,FBL,1983
RAIGANJ,West Bengal, GOLAM YAZDANI,INC(I),1983
SERAMPORE,West Bengal,AJIT BEG,CPM,1983
TAMLUK,West Bengal, MISRA SATYAGOPAL,CPM,1983
ULUBERIA,West Bengal, HANNAN MOLLAH,CPM,1983
VISHNUPUR (SC),West Bengal, AJIT KUMAR SAHA,CPM,1983
COOCH BEHAR (SC) ,West Bengal,AMAR ROY PRADHAN ,FBL,1983
ALIPURDUARS (ST) ,West Bengal,PIUS TIRKEY ,RSP,1983
BERHAMPORE ,West Bengal,TRIDIB CHAUDHARI ,RSP,1983
BASIRHAT ,West Bengal,INDRAJIT GUPTA ,CPI,1983
CALCUTTA NORTH WEST ,West Bengal,ASHOKE KUMAR SEN ,INC(I),1983
CALCUTTA NORTH EAST ,West Bengal,SUNIL MOITRA ,CPM,1983
CALCUTTA SOUTH SATYA ,West Bengal,SADHAN CHAKRABARTY ,CPM,1983
ARAMBAGH ,West Bengal,BIJOY KRISHNA MODAK, CPM,1983
BIRBHUM (SC) ,West Bengal,GADADHAR SAHA ,CPM,1983
