Constituency,State,MP,Party,Year
MACHILIPATNAM,Andhra, SAMBASIVARAO KUVURU,INC,1987
VIJAYAWADA,Andhra, VADDE SOBHANADREESWARA RAO,TDP,1987
TENALI,Andhra, NISSANKARARAO VENKATARATNAM,TDP,1987
GUNTUR,Andhra, N.G.RANGA,INC,1987
BAPATLA,Andhra, CHIMATA SAMBU,TDP,1987
NARASARAOPET,Andhra, KATURI NARAYANASWAMY,TDP,1987
ONGOLE,Andhra, BEZAWADA PAPIREDDY,TDP,1987
NELLORE (SC),Andhra, PENCHALAIAH PUCHALAPALLI,TDP,1987
TIRUPATHI (SC),Andhra, CHINTA MOHAN,TDP,1987
CHITTOOR,Andhra, N.P.JHANSI LAKSHMI,TDP,1987
RAJAMPET,Andhra, PALAKONDRAYUDU SUGAVASI,TDP,1987
CUDDAPAH,Andhra, D.N.REDDY,TDP,1987
HINDUPUR,Andhra, K. RAMACHANDRA REDDY,TDP,1987
ANANTAPUR,Andhra, DEVINENI NARAYANA SWAMY,TDP,1987
KURNOOL,Andhra, ERASU AYYAPU REDDY,TDP,1987
NANDYAL,Andhra, MADDUR SUBBA REDDY,TDP,1987
NAGARKURNOOL (SC),Andhra, V. TULSIRAM,TDP,1987
MAHABUBNAGAR,Andhra, SUDINI JAIPAL REDDY,JNP,1987
HYDERABAD,Andhra, SULTAN SALAHUDDIN OWAISE,IND,1987
SECUNDERABAD,Andhra,T. MANEMMHJA (W),INC,1987
SIDDIPET (SC),Andhra, G.VIJAYARAMARAO,TDP,1987
MEDAK,Andhra, P.MANIK REDDY,TDP,1987
NIZAMABAD,Andhra, TADUR BALA GOUD,INC,1987
ADILABAD,Andhra, C. MADHAV REDDY,TDP,1987
PEDDAPALLI (SC),Andhra, GOTTE BHOOPATHY,TDP,1987
KARIMNAGAR,Andhra, JUVVADI CHOKKARAO,INC,1987
HANAMKONDA,Andhra, CHANDUPATLA JANGA REDDY,BJP,1987
WARANGAL,Andhra, T. KALPANA DEVI,TDP,1987
KHAMMAM,Andhra, JALAGAM VENGALA RAO,INC,1987
BETTIAH,Bihar, MANOJ KUMAR PANDE,INC,1987
MOTIHARI,Bihar, PRABHAWATI GUPTA,INC,1987
GOPALGANJ,Bihar, KALI PRASAD PANDEY,IND,1987
SIWAN,Bihar, ABDUL GHAFOOR,INC,1987
MAHARAJGANJ,Bihar, KRISHNAPRATAP SINGH,INC,1987
CHAPRA,Bihar, RAM BAHADUR SINGH,JNP,1987
HAJIPUR (SC),Bihar, RAM RATAN RAM,INC,1987
VAISHALI,Bihar, KISHORI SINHA,INC,1987
MUZAFFARPUR,Bihar, LALITESHWAR PRASAD SHAHI,INC,1987
SITAMARHI,Bihar, RANSHRESTH KHIRHAR,INC,1987
SHEOHAR,Bihar, RAM DULARI SINGH,INC,1987
MADHUBANI,Bihar, ABDUL HANNAN AN,INC,1987
JHANJHARPUR,Bihar, GAURI SHANKAR RAJHANS,INC,1987
DARBHANGA,Bihar, VIJAY KUMAR MISHRA,LKD,1987
ROSERA (SC),Bihar, RAM BHAGAT PASWAN,INC,1987
SAMASTIPUR,Bihar, RAMDEO RAI,INC,1987
BARH,Bihar, PRAKASH CHANDRA,INC,1987
BALIA,Bihar, CHANDRA BHANU DEVI,INC,1987
SAHARSA,Bihar, CHANDRA KISHORE PATHAK,INC,1987
MADHEPURA,Bihar, MAHABIR PRASAD YADAV,INC,1987
ARARIA (SC),Bihar, DOOMAR LAL BAITHA,INC,1987
KISHANGANJ,Bihar,S. SHAHABUDDIN,JNP,1987
PURNEA,Bihar, MADHUREE SINGH,INC,1987
KATIHAR,Bihar, TARIQ ANWAR,INC,1987
RAJMAHAL (ST),Bihar, SETH HEMBROM,INC,1987
DUMKA (ST),Bihar, PRITHIWI CHAND KISKU,INC,1987
GODDA,Bihar,SALAUDDIN,INC,1987
BANKA,Bihar,MANORAMA SINGH (W),INC,1987
BHAGALPUR,Bihar, BHAGWAT JHA AZAD,INC,1987
KHAGARIA,Bihar, CHANDRA SHEKHAR PRASAD VERMA,INC,1987
MONGHYR,Bihar, DEVENDRA PD. YADAV,INC,1987
BEGUSARAI,Bihar, KRISHNA SHAHI,INC,1987
NALANDA,Bihar, VIJAY KUMAR YADAV,CPI,1987
PATNA,Bihar, C. P. THAKUR,INC,1987
ARRAH,Bihar, BALI RAM BHAGAT,INC,1987
BUXAR,Bihar, KAMLA KANT TIWARI,INC,1987
SASARAM (SC),Bihar, JAGJIWAN RAM,ICJ,1987
AURANGABAD,Bihar, SATYENDRA NARAIN SINGH,INC,1987
JAHANABAD,Bihar, RAMASHARAY PD. SINGH,CPI,1987
NAWADA (SC),Bihar, KUNWAR RAM,INC,1987
GAYA (SC),Bihar, RAM SWAROOP RAM,INC,1987
CHATRA,Bihar, YOGESHWAR PRASAD YOGESH,INC,1987
KODARMA,Bihar, TILAK DHARI SINGH,INC,1987
GIRIDIH,Bihar, SARFRAJ AHMED,INC,1987
DHANBAD,Bihar, SHANKAR DAYAL SINGH,INC,1987
HAZARIBAGH,Bihar, DAMODAR PANDEY,INC,1987
RANCHI,Bihar, SHEO PRASAD SAHU,INC,1987
JAMSHEDPUR,Bihar, GOPESHWAR,INC,1987
SINGHBHUM (ST),Bihar, BEGUN SUMBRUI,INC,1987
KHUNTI (ST),Bihar, SIMON TIGGA,INC,1987
LOHARDAGA (ST),Bihar, SUMATI ORAON,INC,1987
BAGAHA (SC) ,Bihar,BHOLA RAUT ,INC,1987
BIKRAMGANJ ,Bihar,TAPESHWAR SINGH, INC,1987
PALAMAU (SC) ,Bihar,KAMLA KUMARI ,INC,1987
SURENDRANAGAR,Gujarat, JHALA DIGIVIJAYSINHJI PRATAPSINHJI,INC,1987
JAMNAGAR,Gujarat, JADEJA DAULATSINH PARTAP SINH,INC,1987
RAJKOT,Gujarat, MAVANI RAMABEN RAMJIBHAI,INC,1987
PORBANDAR,Gujarat, ODEDARA BHARATBHAI MALDEVJI,INC,1987
JUNAGADH,Gujarat, PATEL MOHANBHAI LALJIBHAI,INC,1987
AMRELI,Gujarat, RAVANI NAVINCHANDRABHAI PARMANANDDAS,INC,1987
BHAVNAGAR,Gujarat, GOHIL GIGABHAI BHAVUBHAI,INC,1987
DHANDHUKA (SC),Gujarat, NARSINHBHAI KARSANBHAI MAKWANA,INC,1987
AHMEDABAD,Gujarat, HAROOBHAI MEHTA,INC,1987
GANDHINAGAR,Gujarat, G.I.PATEL,INC,1987
MEHSANA,Gujarat, A.K.PATEL,BJP,1987
PATAN (SC),Gujarat, VANKAR PUNAMCHAND MITHABHAI,INC,1987
BANASKANTHA,Gujarat, B.K.GADHVI,INC,1987
SABARKANTHA,Gujarat, H.M.PATEL,JNP,1987
KAPADVANJ,Gujarat, SOLANKI NATAVERSINGH KESARISINGHJI,INC,1987
DOHAD (ST),Gujarat, DAMOR SOMJIBHAI PUNJABHAI,INC,1987
GODHRA,Gujarat, JAYDEEPSINHJI,INC,1987
KAIRA,Gujarat, AJITSINH FULSINHJI DYABHAI,INC,1987
ANAND,Gujarat, ISHVERBHAI KHODABHAI CHAVADA,INC,1987
BARODA,Gujarat, GAEKWAD RANJITSINH PRATAPSHINH,INC,1987
BROACH,Gujarat, PATEL AHMEDBHAI MOHAMMEDBHAI,INC,1987
SURAT,Gujarat, PATEL CHHAGANBHAI DEVABHAI,INC,1987
KUTCH ,Gujarat,USHABEN RAGHAVJI THAKKAR ,INC,1987
CHHOTA UDAIPUR (ST) ,Gujarat,RATHWA AMARSINH VIRIYABHAI ,INC,1987
MANDVI (ST) ,Gujarat,GAMIT CHHITUBHAI DEVJIBHAI ,INC,1987
BULSAR (ST) ,Gujarat,PATEL UTTAMBHAI HARJIBHAI ,INC,1987
KURUKSHETRA,Haryana, HARPAL SINGH,INC,1987
KARNAL,Haryana, CHIRANJI LAL,INC,1987
SONEPAT,Haryana, DHARAM PAL SINGH,INC,1987
ROHTAK,Haryana, HARDWARI LAL,LKD,1987
FARIDABAD,Haryana, RAHIM KHAN,INC,1987
MAHENDRAGARH,Haryana, BIRENDER SINGH,INC,1987
BHIWANI,Haryana,R. N. SINGH,LKD,1987
HISSAR,Haryana, BIRINDER SINGH,INC,1987
AMBALA (SC) ,Haryana,RAM PRAKASH ,INC,1987
SIRSA (SC) ,Haryana,DALBIR SINGH ,INC,1987
MANDI,Himachal Pradesh,SUKH RAM,INC,1987
KANGRA,Himachal Pradesh,CHANDRESH KUMARI,INC,1987
SIMLA (SC) ,Himachal Pradesh,KRISHAN DUTT SULTANPURI,INC,1987
HAMIRPUR ,Himachal Pradesh,NARAIN CHAND ,INC,1987
GULBARGA,Karnataka, VEERENIRA PATIL,INC,1987
RAICHUR,Karnataka,M. Y. CHORPADE,INC,1987
KOPPAL,Karnataka, H. G. RAMULU,INC,1987
BELLARY,Karnataka, BASAVARAJESWARI,INC,1987
DAVANGERE,Karnataka, CHANNAIAH ODEYAR,INC,1987
CHITRADURGA,Karnataka, K. H. RANGANATH,INC,1987
TUMKUR,Karnataka, G. S. BASAVARAJU,INC,1987
CHIKBALLAPUR,Karnataka, V. KRISHNA RAO,INC,1987
KOLAR (SC),Karnataka, V. VENKATESH,JNP,1987
KANAKAPURA,Karnataka, M. V. CHANDRASHEKARA MURTHY,INC,1987
BANGALORE NORTH,Karnataka, C. K. JAFFER SHARIEF,INC,1987
BANGALORE SOUTH,Karnataka, V. S. KRISHNA IYER,JNP,1987
MANDYA,Karnataka, K. V. SHANKARAGOWDA,JNP,1987
MYSORE,Karnataka, SRIKANTADATTA NARASIMHARAJA WADIYAR,INC,1987
MANGALORE,Karnataka, JANARDHANA POOJARY,INC,1987
HASSAN,Karnataka, H. N. NANJEGOWDA,INC,1987
CHIKMAGALUR,Karnataka, D. K. TARADEVI,INC,1987
SHIMOGA,Karnataka, T. V. CHANDRASHEKARAPPA,INC,1987
KANARA,Karnataka, G. DEVARAY NAIK,INC,1987
DHARWAD SOUTH,Karnataka, AZEEZ SAIT,INC,1987
DHARWAD NORTH,Karnataka, NAIKAR DYAMAPPA KALLAPPA,INC,1987
BELGAUM,Karnataka, SIDNAL SHANMUKHAPPA BASAPPA,INC,1987
CHIKKODI (SC),Karnataka, B. SHANKARANAD,INC,1987
BAGALKOT,Karnataka, PATIL HANMANTAGOUDA BHIMANAGOUDA,INC,1987
BIDAR (SC) ,Karnataka,NASING SURYAVANSI ,INC,1987
CHAMARAJANAGAR (SC) ,Karnataka,V. SREENIVASA PRASAD ,INC,1987
UDUPI ,Karnataka,OSCAR FERNANDES ,INC,1987
BIJAPUR ,Karnataka,GURADDI SHIVASHANKAREPPA MALLAPPA ,JNP,1987
CANNANORE,Kerala, MULIAPPALLI RAMACHANDRAN,INC,1987
BADAGARA,Kerala, K. P. UNNIKRISHNAN,ICS,1987
CALICUT,Kerala, K. G. ADIYODI,INC,1987
MANJERI,Kerala, EBRAHIM SULAMAN SAIT,MUL,1987
PONNANI,Kerala, G. M. BANATWALLA,MUL,1987
PALGHAT,Kerala, V. S. VIJAYARAGHAVAN,INC,1987
OTTAPALAM (SC),Kerala, K. R. NARAYANAN,INC,1987
TRICHUR,Kerala, P. A. ANTONY,INC,1987
MUKUNDAPURAM,Kerala, K. MOHANDAS,KCJ,1987
ERNAKULAM,Kerala, K. V. THOMAS,INC,1987
MUVATTUPUZHA,Kerala, GEORGE JOSEPH MUNDAKKAL (BABY),KCJ,1987
KOTTAYAM,Kerala, SURESH KURUP,CPM,1987
IDUKKI,Kerala, P. J. KURIAN,INC,1987
ALLEPPEY,Kerala, VAKKON PURUSHOTHAMAN,INC,1987
MAVELIKARA,Kerala, THAMPAN THOMAS,JNP,1987
ADOOR (SC),Kerala, K. K. KUNHAMBU,INC,1987
QUILON,Kerala, S. KRISHNA KUMAR,INC,1987
CHIRAYINKIL,Kerala, THALEKKUNNIL BASHEER,INC,1987
KASARAGOD ,Kerala,I. RAMA RAI ,INC,1987
TRIVANDRUM ,Kerala,A. CHARLES ,INC,1987
BHIND,Madhya Pradesh, KRISHNA SINGH,INC,1987
GWALIOR,Madhya Pradesh, MADHAVRAO JIWAJIRAO SCINDIA,INC,1987
GUNA,Madhya Pradesh, MAHENDRA SINGH,INC,1987
SAGAR (SC),Madhya Pradesh, NANDLAL CHOUDHARY,INC,1987
KHAJURAHO,Madhya Pradesh, CHATURVEDI VIDYAWATI,INC,1987
DAMOH,Madhya Pradesh, DAL CHANDRA JAIN,INC,1987
SATNA,Madhya Pradesh, AZIZ QURESHI,INC,1987
REWA,Madhya Pradesh, MARTAND SINGH,INC,1987
SIDHI (ST),Madhya Pradesh, MOTILAL SINGH,INC,1987
SHAHDOL (ST),Madhya Pradesh, DALBIR SINGH,INC,1987
RAIGARH (ST),Madhya Pradesh, PUSHPA DEVI,INC,1987
JANJGIR,Madhya Pradesh, PRABHAT KUMAR MISHRA,INC,1987
BILASPUR (SC),Madhya Pradesh, KHELAN RAM JANGDE,INC,1987
SARANGARH (SC),Madhya Pradesh, PARASRAM BHARADWAJ,INC,1987
RAIPUR,Madhya Pradesh, KAIYUR BHUSHAN,INC,1987
MAHASAMUND,Madhya Pradesh, VIDYACHARAN SHUKLA,INC,1987
KANKER (ST),Madhya Pradesh, ARVIND NETAM,INC,1987
BASTAR (ST),Madhya Pradesh, MANKURAM SODI,INC,1987
DURG,Madhya Pradesh, CHANDULAL CHANDRAKAR,INC,1987
RAJNANDGAON,Madhya Pradesh, SHIVENDRA BAHADUR SINGH,INC,1987
BALAGHAT,Madhya Pradesh, NANDKISHORE SHARMA,INC,1987
MANDLA (ST),Madhya Pradesh, MOHAN LAL,INC,1987
JABALPUR,Madhya Pradesh, AJAY NARAYAN MUSHRAN,INC,1987
SEONI,Madhya Pradesh, GARGISHANKER MISHRA,INC,1987
CHHINDWARA,Madhya Pradesh, KAMAL NATH,INC,1987
BETUL,Madhya Pradesh, ASLAM SHERKHAN,INC,1987
HOSHANGABAD,Madhya Pradesh, RAMESHWAR NIKHRA,INC,1987
BHOPAL,Madhya Pradesh, K. N. PRADHAN,INC,1987
VIDISHA,Madhya Pradesh, PRATAPBHANU KRISHNA GOPAL,INC,1987
RAJGARH,Madhya Pradesh, DIGVIJAI SINGH,INC,1987
SHAJAPUR (SC),Madhya Pradesh, BAPULAL MALVIYA,INC,1987
KHANDWA,Madhya Pradesh, KALICHARAN RAMRATAN,INC,1987
KHARGONE,Madhya Pradesh, SUBHASH YADAV,INC,1987
DHAR (ST),Madhya Pradesh, PRATAPSINGH BAGHEL,INC,1987
INDORE,Madhya Pradesh, PRAKASH CHAND SETHI,INC,1987
UJJAIN (SC),Madhya Pradesh, SATYANARAYAN PAWAR,INC,1987
JHABUA (ST),Madhya Pradesh, DILEEP SINGH BHURIO,INC,1987
MORENA (SC) ,Madhya Pradesh,KAMMODILAL JATAV ,INC,1987
SURGUJA (ST) ,Madhya Pradesh,VIJAI PRATAP SINGH ,INC,1987
MANDSAUR ,Madhya Pradesh,BALKAVI BAIRAGI (NANDRAMDAS DWARKADAS) ,INC,1987
RATNAGIRI,Maharashtra, HUSEN DALWAI,INC,1987
KOLABA,Maharashtra, D. B. PATIL,PWP,1987
BOMBAY SOUTH,Maharashtra, DEORA MURLI,INC,1987
THANE,Maharashtra, GHOPAL SHANTARAM GOPAL,INC,1987
DAHANU (ST),Maharashtra, SHINGADA DAMU BARKU,INC,1987
MALEGAON (ST),Maharashtra, BHOYE SITARAM SAYAJI,INC,1987
DHULE,Maharashtra, (ST) BHOYE RESHAMA  MOTIRAM,INC,1987
ERANDOL,Maharashtra, VIJAYKUMAR NAVAL PATIL,INC,1987
JALGAON,Maharashtra, MAHAJAN YADAV SHIVRAM,INC,1987
BULDHANA (SC),Maharashtra, WASNIK MUKUL BALKRISHNA,INC,1987
AKOLA,Maharashtra, MADHUSUDAN ATMARAM VAIRALE,INC,1987
WASHIM,Maharashtra, GHULAM NABI AZAD,INC,1987
AMRAVATI,Maharashtra, CHOUDHARY USHATAI PRAKASH,INC,1987
RAMTEK,Maharashtra, NARSIMHA RAO P. V.,INC,1987
NAGPUR,Maharashtra, BANWARILAL BHAGWANDAS PUROHIT,INC,1987
BHANDARA,Maharashtra, KESHAORAO ATMARAMJI PARDHI,INC,1987
CHIMUR,Maharashtra, MUTTEMWAR VILAS BABURAO,INC,1987
CHANDRAPUR,Maharashtra, POTDUKHE SHANTARAM RAJESHWAR,INC,1987
WARDHA,Maharashtra, SATHE VASANT PURUSHOTTAM,INC,1987
YAVATMAL,Maharashtra, PATIL UTTAMRAO DEORAO,INC,1987
HINGOLI,Maharashtra, RATHODE UTTAMRAOJI BALIRAMJI,INC,1987
NANDED,Maharashtra,C.A.SHANKARRAO,INC,1987
PARBHANI,Maharashtra, YADAV RAMRAO NARAYANRAO,INC,1987
JALNA,Maharashtra, BALASAHEB RAMRAO PAWAR,INC,1987
AURANGABAD,Maharashtra, SAHEBRAO P.DONGAONKAR,ICS,1987
BEED,Maharashtra, KSHIRSAGAR KEHSARBAI SONAJIRAO,INC,1987
LATUR,Maharashtra, PATIL SHIVRAJ VISHWANATH,INC,1987
OSMANABAD (SC),Maharashtra, ARVIND TULSHIRAMJI KAMBLE,INC,1987
PANDHARPUR (SC),Maharashtra, THORAT SANDIPAN BHAGWAN,INC,1987
AHMEDNAGAR,Maharashtra, GADAKH YESHWANTRAO KANKARRAO,INC,1987
KOPARGAON,Maharashtra, VIKHE EKNATHRAO ALIAS BALESAHEB VITHALRAO,INC,1987
KHED,Maharashtra, RAMKRISHNA MORE,INC,1987
PUNE,Maharashtra, GADIL VITHALRAO NARHARI,INC,1987
BARAMATI,Maharashtra,K. S. SAHEBRAO,JNP,1987
SATARA,Maharashtra, BHOSALE PRATAPRAO BABURAO,INC,1987
KARAD,Maharashtra, CHAVAN PREMALABAI DAJISAHEB,INC,1987
SANGLI,Maharashtra, PATIL PRAKASH VASANTRAO,INC,1987
ICHALKARANJI,Maharashtra, MANE BALASO ALIAS RAJARAM SHANKARRAO,INC,1987
RAJAPUR ,Maharashtra,MADHU DANDAVATE ,JNP,1987
BOMBAY SOUTH CENTRAL ,Maharashtra,DATTA  SAMANT ,IND,1987
BOMBAY NORTH CENTRAL ,Maharashtra,DIGHE SHARAD SHANKAR ,INC,1987
BOMBAY NORTH EAST ,Maharashtra,GURUDAS KAMAT ,INC,1987
BOMBAY NORTH WEST ,Maharashtra,SUNIL DUTT ,INC,1987
BOMBAY NORTH ,Maharashtra,ANOOPCHAND KHIMCHAND SHAH ,INC,1987
NASHIK ,Maharashtra,MANE MURLIDHAR PANDURANG ,INC,1987
NANDURBAR (ST) ,Maharashtra,GAVIT MANIKRAO HOLDYA ,INC,1987
SHOLAPUR ,Maharashtra,KUCHAN GANGADHAR SINRAMAPPA ,INC,1987
KOLHAPUR ,Maharashtra,GAIKWAD UDAYSINGRAO NANASAHEB ,INC,1987
BALASORE,Orissa, CHINTAMANI JENA,INC,1987
BHADRAK (SC),Orissa, ANANTA PRASAD SETHI,INC,1987
JAJPUR (SC),Orissa, ANADI CHARAN DAS,INC,1987
KENDRAPARA,Orissa,S. K. DEB,JNP,1987
CUTTACK,Orissa, JAYANTI PATTANIK,INC,1987
JAGATSINGHPUR,Orissa, LAKSHMAN MALLICK,INC,1987
PURI,Orissa, BRAJAMOHAN MOHENTY,INC,1987
BHUBANESWAR,Orissa, CHINTAMONI PANIGRAHI,INC,1987
ASKA,Orissa, SOMNATH RATH,INC,1987
BERHAMPUR,Orissa, R.JAGANNATH RAO,INC,1987
KORAPUT (ST),Orissa, GRIDHAR GOMANGO,INC,1987
NOWRANGPUR (ST),Orissa, KHAGAPATI PRADHANI,INC,1987
KALAHANDI,Orissa, JAGANNATH PATNAIK,INC,1987
PHULBANI (SC),Orissa, RADHA KANTA DIGAL,INC,1987
BOLANGIR,Orissa, NITYANAND MISRA,INC,1987
SAMBALPUR,Orissa, KRUPASINDHU BHOI,INC,1987
DEOGARH,Orissa, SRIBALLAV PANIGRAHI,INC,1987
MAYURBHANJ (ST) ,Orissa,SIDHALAL MURMU ,INC,1987
DHENKANAL ,Orissa,RAJA KAMAKHYA PRASAD SINGH DEO MAHINDRA BAHADUR, INC,1987
SUNDARGARH (ST) ,Orissa,MAURICE KUJUR ,INC,1987
KEONJHAR (ST) ,Orissa,HARINDER SOREN ,INC,1987
BIKANER,Rajasthan, MANPHOOL SINGH,INC,1987
CHURU,Rajasthan,N. BUDNIA,INC,1987
JHUNJHUNU,Rajasthan, MOHD. AYUB KHAN,INC,1987
SIKAR,Rajasthan, BAL RAM,INC,1987
JAIPUR,Rajasthan, NAWAL KISHORE SHARMA,INC,1987
DAUSA,Rajasthan, RAJESH PILOT,INC,1987
ALWAR,Rajasthan, RAM SINGH YADEV,INC,1987
BHARATPUR,Rajasthan, K.NATWAR SINGH,INC,1987
BAYANA (SC),Rajasthan, LALA RAM KEN,INC,1987
AJMER,Rajasthan, VISHNU KUMAR MODI,INC,1987
TONK (SC),Rajasthan, BANWARI LAL,INC,1987
KOTA,Rajasthan, SHANTI KUMAR DHARIWAL,INC,1987
JHALAWAR,Rajasthan, JUJHARSINGH,INC,1987
BANSWARA (ST),Rajasthan, PRABHULAL RAWAT,INC,1987
SALUMBER (ST),Rajasthan, ALKHA RAM,INC,1987
UDAIPUR,Rajasthan, INDUBALA SUKHADIA,INC,1987
CHITTORGARH,Rajasthan, NIRMLA KUMARI,INC,1987
BHILWARA,Rajasthan, GIRDHARI LAL VYAS,INC,1987
PALI,Rajasthan, MOOL CHAND DAGA,INC,1987
JALORE (SC),Rajasthan, BUTA SINGH,INC,1987
JODHPUR,Rajasthan, ASHOK GEHLOT,INC,1987
GANGANAGAR (SC) ,Rajasthan,BIRBAL ,INC,1987
SAWAI MADHOPUR (ST) ,Rajasthan,RAM KUMAR ,INC,1987
BARMER ,Rajasthan,VIRDHI CHAND,INC,1987
NAGAUR ,Rajasthan,RAM NIWAS,INC,1987
MADRAS CENTRAL,Tamil Nadu, KALANIDHI A.,DMK,1987
MADRAS SOUTH,Tamil Nadu, VYJAYANTHIMALA,INC,1987
SRIPERUMBUDUR (SC),Tamil Nadu, MARAGATHAM CHANDRASEKHAR,INC,1987
CHENGALPATTU,Tamil Nadu, S. JAGATHRAKSHAKAN,ADK,1987
ARAKKONAM,Tamil Nadu, R. JEEVARATHINAM,INC,1987
VELLORE,Tamil Nadu, A.C. SHANMUGAM,ADK,1987
TIRUPPATTUR,Tamil Nadu, JAYAMOHAN A.,INC,1987
VANDAVASI,Tamil Nadu, BALARAMAN L.,INC,1987
TINDIVANAM,Tamil Nadu, S.S. ERAMASAMY PADAYATCHI,INC,1987
CUDDALORE,Tamil Nadu, VENKATESAN P.R.S.,INC,1987
CHIDAMBARAM (SC),Tamil Nadu, VALLALPERUMAN P.,INC,1987
DHARMAPURI,Tamil Nadu, M. THAMBI DURIAI,ADK,1987
KRISHNAGIRI,Tamil Nadu, K. RAMAMURTHI,INC,1987
RASIPURAM (SC),Tamil Nadu, DEVARAJAN B.,INC,1987
SALEM,Tamil Nadu, RANGARAJAN KUMAR MANGALAM,INC,1987
TIRUCHENGODE,Tamil Nadu, KANNAN P.,ADK,1987
NILGIRIS,Tamil Nadu, R.PRABHU,INC,1987
GOBICHETTIPALAYAM,Tamil Nadu, KHOLANDAIVELU P.,ADK,1987
COIMBATORE,Tamil Nadu, KUPPUSWAMY C. K.,INC,1987
POLLACHI (SC),Tamil Nadu, ANNA NAMBI R.,ADK,1987
PALANI,Tamil Nadu, SENAPATHY GOUNDER A.,INC,1987
DINDIGUL,Tamil Nadu, K.R. NATARAJAN,ADK,1987
MADURAI,Tamil Nadu, SUBBURAMAN A.G.,INC,1987
PERIYAKULAM,Tamil Nadu, SELVENDRAN P.,ADK,1987
KARUR,Tamil Nadu, MURUGAIAH A. R.,INC,1987
TIRUCHIRAPPALLI,Tamil Nadu, ADAIKALARAJ,INC,1987
PERAMBALUR (SC),Tamil Nadu, S. THANGARAJU,ADK,1987
MAYILADUTURAI,Tamil Nadu, PAKEER MOHAMED E.S.M.,INC,1987
NAGAPATTINAM (SC),Tamil Nadu, MAHALINGAM, M.,1987
THANJAVUR,Tamil Nadu, SINGARAVADIVEL,INC,1987
PUDUKKOTTAI,Tamil Nadu, SUNDARARAJ N.,INC,1987
SIVAGANGA,Tamil Nadu, P. CHIDAMBARAM,INC,1987
RAMANATHAPURAM,Tamil Nadu, V. RAJESHWARAN,INC,1987
SIVAKASI,Tamil Nadu, N. SOUNDARARAJAN,ADK,1987
TIRUNELVELI,Tamil Nadu, M.R. JANARDHANAN,ADK,1987
TENKASI (SC),Tamil Nadu, M. ARUNACHALAM,INC,1987
TIRUCHENDUR,Tamil Nadu,R. D. ATHITHAN,INC,1987
MADRAS NORTH ,Tamil Nadu,N.V.N.SOMU ,DMK,1987
NAGERCOIL ,Tamil Nadu,N. DENNIS ,INC,1987
GARHWAL,Uttar Pradesh, CHANDRA MOHAN SINGH,INC,1987
ALMORA,Uttar Pradesh, HARISH CHANDRA SINGH,INC,1987
NAINITAL,Uttar Pradesh, SATENDRA CHANDRA,INC,1987
BIJNOR (SC),Uttar Pradesh,M. KUMARI (W),INC,1987
AMROHA,Uttar Pradesh, RAM PAL SINGH,INC,1987
MORADABAD,Uttar Pradesh, HAFIZ MOHD. SIDDIQUE,INC,1987
RAMPUR,Uttar Pradesh, ZULFIQUAR ALI KHAN,INC,1987
SAMBHAL,Uttar Pradesh, SHANTI DEVI,INC,1987
AONLA,Uttar Pradesh, KALYAN SINGH SOLANKI,INC,1987
BAREILLY,Uttar Pradesh, ABIDA AHMAD,INC,1987
PILIBHIT,Uttar Pradesh, BHANU PRATAP SINGH,INC,1987
SHAHJAHANPUR,Uttar Pradesh, JITENDRA PRASAD,INC,1987
KHERI,Uttar Pradesh, USHA KUMARI,INC,1987
SHAHABAD,Uttar Pradesh, DHARAMGAJ SINGH,INC,1987
SITAPUR,Uttar Pradesh, RAJENDRA KUMARI,INC,1987
MISRIKH (SC),Uttar Pradesh, SANKATA PRASAD,INC,1987
HARDOI (SC),Uttar Pradesh, KINDAR LAL,INC,1987
LUCKNOW,Uttar Pradesh, SHEILA KAUL,INC,1987
MOHANLALGANJ (SC),Uttar Pradesh, JAGANNATH PD.,INC,1987
UNNAO,Uttar Pradesh, ZIAURRAHMAN ANSARI,INC,1987
RAE BARELI,Uttar Pradesh, ARUN KUMAR NEHRU,INC,1987
PRATAPGARH,Uttar Pradesh, RAJA DINESH SINGH,INC,1987
AMETHI,Uttar Pradesh, RAJIV GANDHI,INC,1987
SULTANPUR,Uttar Pradesh, RAJ KARAN SINGH,INC,1987
AKBARPUR (SC),Uttar Pradesh, RAM PIYARE SUMAN,INC,1987
FAIZABAD,Uttar Pradesh, NIRMAL KHATRI,INC,1987
KAISERGANJ,Uttar Pradesh, RANA VIR SINGH,INC,1987
BAHRAICH,Uttar Pradesh, ARIF MOHAMMAD KHAN,INC,1987
BALRAMPUR,Uttar Pradesh, DEEP NARAIN VAN MAHANTH,INC,1987
GONDA,Uttar Pradesh, ANAND SINGH ALIAS ANNU BHAIYA,INC,1987
BASTI (SC),Uttar Pradesh, RAM AWADH PRASAD,INC,1987
DOMARIAGANJ,Uttar Pradesh, KAZI JALIL ABBASI,INC,1987
KHALILABAD,Uttar Pradesh, CHANDRA SHEKHAR,INC,1987
BANSGAON (SC),Uttar Pradesh, MAHAVIR PRASAD,INC,1987
GORAKHPUR,Uttar Pradesh, MADAN PANDEY,INC,1987
MAHARAJGANJ,Uttar Pradesh, JITENDRA SINGH,INC,1987
DEORIA,Uttar Pradesh, RAJMANGAL PANDEY,INC,1987
SALEMPUR,Uttar Pradesh, RAM NAGINA MISRA,INC,1987
BALLIA,Uttar Pradesh, JAGANNATH CHOWDHARI,INC,1987
